id,title,slug,image,attachment,description,published_year,class,level,writer,reviewer,translator,adapter,designer,cover_designer,ilustrator,editor,aligner,publisher,contributor,language,context,subject,format,isbn,curriculum,collation,type,edition,unit,status,category,book_type,version,price_zone_1,price_zone_2,price_zone_3,price_zone_4,price_zone_5A,price_zone_5B,created_at,updated_at,deleted_at
3811,Manajemen Logistik Kelas XI,manajemen-logistik-kelas-xi,https://files.cloudapp.web.id/buku/Cover/Manajemen%20Logistik_BS_Kelas_XI_Cover.PNG,https://files.cloudapp.web.id/buku/BukuPendidikan/Manajemen%20Logistik_BS_Kelas_XI.pdf,,2024-10-10,11,SMA/MA/SMK/MAK,"Dela Dewi Ramdani, Sulistyawati","Yekti P. Suradji, Doni Wahartika",,"Supriyatno, Wijanarko Adi Nugroho, Irma Afriyanti, Sistya Devi Apriliana",Dono Merdiko,Dono Merdiko,Ade Prihatna,"Nurhasanah Widianingsih, Irma Afriyanti, M. Nashir Setiawan",,Pusat Perbukuan,,Indonesia,,manajemen-logistik,Text,ISBN 978-634-00-0183-9,2024,,pdf,1,Pusbuk,publish,buku_sekolah_penggerak,buku_siswa,,0,0,0,0,0,0,2025-10-10 09:49:47,2025-10-10 16:53:02,
3809,Animasi Kelas XI dan XI,animasi-kelas-xi-dan-xi,https://files.cloudapp.web.id/buku/Cover/Animasi_BS_Kelas_XI_dan_XII_Cover.PNG,https://files.cloudapp.web.id/buku/BukuPendidikan/Animasi_BS_XI_dan_XII.pdf,,2024-10-10,1112,SMA/MA/SMK/MAK,"Nina Tri Daniati, Ignatius Dony Iswantoro","Ali Muqoddas Leonardo, Adi Dharma Widya",,"Supriyatno, Wijanarko Adi Nugroho, Robertus Krisnanda Windhartoko, Arifin Fajar Setia Utama",Frisna Yulinda Natasya,Frisna Yulinda Natasya,Choirur Rozikin,"Yadi Mulyadi, Robertus Krisnanda Windhartoko, Ilhamsyah",,Pusat Perbukuan,,Indonesia,,animasi,Text,ISBN 978-634-00-1041-1,2024,,pdf,1,Pusbuk,publish,buku_sekolah_penggerak,buku_siswa,,0,0,0,0,0,0,2025-10-10 09:12:00,2025-10-10 16:31:24,
3810,Panduan Guru Animasi Kelas XI dan XI,panduan-guru-animasi-kelas-xi-dan-xi,https://files.cloudapp.web.id/buku/Cover/Animasi_BG_Kelas_XI_dan_XII_Cover.PNG,https://files.cloudapp.web.id/buku/BukuPendidikan/Animasi_BG_XI_dan_XII.pdf,,2024-10-10,11,SMA/MA/SMK/MAK,"Nina Tri Daniati, Ignatius Dony Iswantoro","Ali Muqoddas Leonardo, Adi Dharma Widya",,"Supriyatno, Wijanarko Adi Nugroho, Robertus Krisnanda Windhartoko, Arifin Fajar Setia Utama",Frisna Yulinda Natasya,Frisna Yulinda Natasya,Choirur Rozikin,"Yadi Mulyadi, Robertus Krisnanda Windhartoko, Ilhamsyah",,Pusat Perbukuan,,Indonesia,,animasi,Text,ISBN 978-634-00-1041-1,2024,,pdf,1,Pusbuk,publish,buku_sekolah_penggerak,buku_guru,,0,0,0,0,0,0,2025-10-10 09:26:38,2025-10-10 16:31:17,
3747,Panduan Pembelajaran STEM,panduan-pembelajaran-stem,https://ik.imagekit.io/6ix6n7mhslj/SIBI/Screenshot%202025-09-22%20at%2014.30.29_DzSnpZHJU.png?updatedAt=1758526280280,https://static.buku.kemdikbud.go.id/content/Panduan%20STEM%2022_09_2025%20FA%20fix%203.pdf,"Panduan pembelajaran STEM disusun untuk memudahkan sekolah dalam mengimplementasikan pembelajaran STEM. Materi panduan memuat sejarah, urgensi, definisi, karakteristik, hingga kerangka pembelajaran STEM. Panduan ini juga dilengkapi dengan cara implementasi pada intrakurikuler, kokurikuler, ekstrakurikuler beserta contoh perencanaan pembelajaran yang menarik di setiap jenjang pendidikan.",0000-00-00,1,A,,,,,,,,,,Pusat Perbukuan,,Indonesia,,,Text,,2023,,pdf,,Pusbuk,publish,buku_sekolah_penggerak,buku_siswa,,0,0,0,0,0,0,2025-09-22 07:31:51,2025-09-23 08:50:10,
3744,Informatika untuk SMP Kelas VII (Edisi Revisi),informatika-untuk-smp-kelas-vii-edisi-revisi,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/INFORMATIKA_7_KOVER_BS.PNG,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/BS_INFORMATIKA_VII.pdf,,0000-00-00,7,SMP/MTS,"Maresha Caroline, Irya Wisnubhadra, Vania Natali, Wahyono, Sri Mulyati, Ari Wardhani, Heni Pratiwi, Budiman Saputra, Kurnia Astiani, Sumiati","Aris Sunawar Septiaji, Eko Nugroho",,,Ines Mentari,,Nana Maulana,"Christina Tulalessy, Misianita Hapsari, Maryanti",,Pusat Perbukuan,,Indonesia,,informatika,Text,978-623-118-483-2,2021,-,pdf,1,Pusbuk,publish,buku_sekolah_penggerak,buku_siswa,,23300,24300,25300,36900,38800,48500,2025-08-29 08:59:59,2025-08-29 16:37:53,
3745,Buku Panduan Guru Informatika untuk SMP Kelas VII (Edisi Revisi),buku-panduan-guru-informatika-untuk-smp-kelas-vii-edisi-revisi,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/INFORMATIKA_7_KOVER_BG.PNG,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/BG_INFORMATIKA_VII.pdf,,0000-00-00,7,SMP/MTS,"Irya Wisnubhadra, Maresha Caroline, Vania Natali, Wahyono, Sri Mulyati, Ari Wardhani, Heni Pratiwi, Budiman Saputra, Kurnia Astiani, Sumiati","Aris Sunawar Septiaji, Eko Nugroho",,,Ines Mentari,,Nana Maulana,"Christina Tulalessy, Misianita Hapsari, Maryanti",,Pusat Perbukuan,,Indonesia,,informatika,Text,978-623-118-489-4,2021,-,pdf,1,Pusbuk,publish,buku_sekolah_penggerak,buku_siswa,,96600,100600,104600,152900,160900,201100,2025-08-29 09:09:05,2025-08-29 16:31:23,
1512,Buku Panduan Guru Matematika untuk SMP/MTs Kelas VII,Buku-Panduan-Guru-Matematika-untuk-SMPMTs-Kelas-VII,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Matematika-BG-KLS-VII-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Matematika-BG-KLS-VII.pdf,,0000-00-00,7,SMP/MTS,"Dicky Susanto, Savitri Sihombing, Marianna Magdalena Radjawane, Ambarsari Kusuma Wardani, Theja Kurniawan, Yulian Candra, Sinta Mulyani","Yogi Anggraena, Kiki Ariyanti Sugeng",,,Geofanny Lius,,Ahmad Saad Ibrahim,Tri Hartini,"Supriyatno, Lenny Puspita Ekawaty, Eko Budiono, Berthin Sappang",Pusat  Perbukuan,"Petrus Pangli, Saefudin Zuchri",Indonesia,,matematika,Teks,978-602-244-881-5,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,82200,85600,89100,130200,137000,171200,2022-07-14 18:05:30,2025-08-19 12:03:56,
1509,Matematika untuk SMP/MTs Kelas VII,Matematika-untuk-SMPMTs-Kelas-VII,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Matematika-BS-KLS-VII-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Matematika-BS-KLS-VII.pdf,,0000-00-00,7,SMP/MTS,"Dicky Susanto, Savitri Sihombing, Marianna Magdalena Radjawane, Ambarsari Kusuma Wardani, Theja Kurniawan, Yulian Candra, Sinta Mulyani","Yogi Anggraena, Kiki Ariyanti Sugeng",,,M. Firdaus Jubaedi,,Ahmad Saad Ibrahim,Tri Hartini,"Supriyatno, Lenny Puspita Ekawaty, Eko Budiono, Berthin Sappang",Pusat  Perbukuan,"Petrus Pangli, Saefudin Zuchri",Indonesia,,matematika,Teks,978-602-244-883-9,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,20500,21300,22200,32400,34100,42600,2022-07-14 18:05:30,2025-08-19 12:03:32,
1865,Buku Panduan Guru Matematika untuk SMP/MTs Kelas VIII,buku-panduan-guru-matematika-untuk-smpmts-kelas-viii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Matematika-BG-KLS-VIII-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Matematika-BG-KLS-VIII-Baru.pdf,,2022-01-01,8,SMP/MTS,"Mohammad Tohir, Abdur Rahman As’ari, Ahmad Choirul Anam, Ibnu Taufiq",,,,Joko Setiyono,,Lutfi Bahtiar,Drajat,"Supriyatno, Lenny Puspita Ekawaty, Eko Budiono, Berthin Sappang, Sofia Nida Khoerunnisa","Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,Indonesia,,,teks,978-602-427-902-8,2022,,pdf,1,Pusat Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,100700,104900,109000,159300,167700,209700,2023-02-11 03:44:29,2025-08-19 12:02:49,
1530,Buku Panduan Guru Prakarya dan Kewirausahaan: Rekayasa untuk SMA/MA Kelas X,Buku-Panduan-Guru-Prakarya-dan-Kewirausahaan-Rekayasa-untuk-SMAMA-Kelas-X,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Prakarya-Rekayasa-BG-KLS-X-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Prakarya-Rekayasa-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"Lissiana Nussifera, Indra Samsudin, Novi Nurhayati","Djoko Adi widodo, Hera Novia",,,Muhammad Soleh,,M. Rizal Abdi,Imtam Rus Ernawati,"Supriyatno, Lenny Puspita Ekawaty, Ivan Riadinata, Meylina",Pusat  Perbukuan,"Hindraswari Enggar Dwipeni, Asmali",Indonesia,,prakarya,Teks,978-602-244-905-8,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,68100,70900,73700,107800,113400,141800,2022-07-14 18:05:30,2025-08-19 11:59:17,
1521,Buku Panduan Guru Prakarya: Rekayasa untuk SMP/MTs Kelas VII,Buku-Panduan-Guru-Prakarya-Rekayasa-untuk-SMPMTs-Kelas-VII,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Prakarya-Rekayasa-BG-KLS-VII-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Prakarya-Rekayasa-BG-KLS-VII.pdf,,0000-00-00,7,SMP/MTS,"Indra Samsudin, Lissiana Nussifera, Novi Nurhayati","Hera Novia, Djoko Adi Widodo",,,Robbi Dwi Juwono,,M. Rizal Abdi,Imtam Rus Ernawati,"Supriyatno, Lenny Puspita Ekawaty, Ivan Riadinata, Meylina",Pusat  Perbukuan,"Dadi Ardiansyah, Ediyanto",Indonesia,,prakarya,Teks,978-602-244-891-4,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,77100,80300,83500,122000,128400,160500,2022-07-14 18:05:30,2025-08-19 11:58:42,
1515,Buku Panduan Guru Prakarya: Budi Daya untuk SMP/MTs Kelas VII,Buku-Panduan-Guru-Prakarya-Budi-Daya-untuk-SMPMTs-Kelas-VII,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Prakarya-Budi-Daya-BG-KLS-VII-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Prakarya-Budi-Daya-BG-KLS-VII.pdf,,0000-00-00,7,SMP/MTS,"Agus Salim, Desta Wirnas, Defi Alfaniah","Tutik Nuryati, Siti Marwiyah",,,Suhardiman,,Yul Chaidir,Mely Rizki Suryanita,"Supriyatno, Lenny Puspita Ekawaty, Firman Arapenta B., Emira Novitriani Yusuf",Pusat  Perbukuan,"Nina Suprihatin, Lindawati",Indonesia,,prakarya,Teks,978-602-244-889-1,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,77100,80300,83500,122000,128400,160500,2022-07-14 18:05:30,2025-08-19 11:58:18,
3690,Bahasa Indonesia Tingkat Lanjut: Cakap Berbahasa dan Bersastra Indonesia untuk SMA/MA Kelas XI (Edisi Revisi),bahasa-indonesia-tingkat-lanjut-cakap-berbahasa-dan-bersastra-indonesia-untuk-smama-kelas-xi-edisi-revisi,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Indonesia_BS_KLS_XI_TL_Rev_Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Indonesia_BS_KLS_XI_TL_Rev.pdf,,2024-01-01,11,SMA/MA/SMK/MAK,"Rahmah Purwahida, Maman","Vismaia S. Damaianti, Silva Tenrisara Pertiwi Isma",,,Sona Purwana,,Arief Al Firdaus,Muhammad Kodim,"Supriyatno, Lenny Puspita Ekawaty, Galuh Ayu Mungkashi, Agustina",Pusat Kurikulum dan Perbukuan,,Indonesia,,bahasa_indonesia,Teks,978-623-388-327-6,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,20100,20900,21800,31800,33400,41800,2025-07-03 23:44:40,2025-08-13 13:33:55,
2216,Buku Panduan Guru Bahasa Indonesia Tingkat Lanjut: Cakap Berbahasa dan Bersastra Indonesia untuk SMA/MA Kelas XII,buku-panduan-guru-bahasa-indonesia-tingkat-lanjut-cakap-berbahasa-dan-bersastra-indonesia-untuk-smama-kelas-xii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Bahasa-Indonesia-Lanjut-BG-KLS-XII-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Bahasa-Indonesia-Lanjut-BG-KLS-XII.pdf,,0000-00-00,12,SMA/MA/SMK/MAK,"Maman, Jajang Priatna, Indrya Mulyaningsih","Maman Suryaman, Titik Harsiati",,,Harris Syamsi Yulianto,,Arief Firdaus,Weni Rahayu,"Supriyatno, E. Oos M. Anwas, Helga Kurnia, Maharani Prananingrum, Futri Fuji Wijayanti",Pusat  Perbukuan,,Indonesia,,bahasa_indonesia,Text,978-602-244-866-2,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_guru,,86900,90600,94200,137600,144900,181100,2023-07-04 15:50:44,2025-08-13 12:23:54,
2063,Ilmu Pengetahuan Alam dan Sosial untuk SD/MI Kelas III,ilmu-pengetahuan-alam-dan-sosial-untuk-sdmi-kelas-iii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/IPAS-BS-KLS-III-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/IPAS-BS-KLS-III.pdf,,0000-00-00,3,SD/MI,"Amalia Fitri, Anggayudha A. Rasa, Aghnia M. Safira, Rosdiana R. Ginanjarsari, Aminah T. Zahroh","Petrus Tumijan P., Fitriyawati Gojali",,,Maria Katarina Yuliani,,"Rizky Ramadhina, Abdulaziz Hafidhurrahman",Mely Rizki Suryanita,"Supriyatno, E. Oos M. Anwas, Maharani Praningrum",Pusat  Perbukuan,,Indonesia,,ipas,Text,978-602-244-671-2,2022,,pdf,1,Pusat  Perbukuan,publish,buku_sekolah_penggerak,buku_siswa,,23600,24600,25600,37400,39300,49200,2023-07-04 15:50:44,2025-08-12 18:49:40,
1571,Buku Panduan Guru Prakarya dan Kewirausahaan: Budi Daya untuk SMA/MA Kelas X,buku-panduan-guru-prakarya-dan-kewirausahaan-budi-daya-untuk-smama-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Prakarya-Budi-Daya-BG-KLS-X-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Prakarya-Budi-Daya-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"Defi Alfaniah, Desta Wirnas, Agus Salim","Tutik Nuryati, Siti Marwiyah",,,Suhardiman,,Yul Chaidir,Mely Rizki Suryanita,,Pusat  Perbukuan,,Indonesia,,,Teks,978-602-244-901-0,2022,,pdf,1,,publish,buku_sekolah_penggerak,buku_guru,,67700,70500,73300,107100,112700,140900,2022-08-19 06:09:36,2025-08-12 18:48:22,
